station,S-2,S-4,S-6,S-8,S-10,S-12,S-14,S-16,S-18,S-20,S-22,S-24,S-26,S-28,S-30,S-32,S-34,S-36,S-38,S-39,S-40,志樂溪   R010,谷關上
1998/8, 100 , 157 , 149 , 208 , 55 , 57 , 72 , 73 , 120 , 111 , 117 , 111 , 60 , 91 , 88 , 67 , 72 , 115 , 328 , 447 , 176 ,,
